,harga,longitude,latitude,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,garasi,carport,kode_pos,taman,pagar,keamanan 24 jam,lat_long,jarak_simpanglima,jarak_bandara,jarak_stasiun
107,255000000,110.43616,-6.98345,"Semarang Timur, Semarang",63,40.0,2,1,1,1,1,50125,yes,yes,no,"-6.98345,110.43616",1.641033943663481,6.383578825933538,2.637830349374146
108,255000000,110.4717372699,-7.0515437541153,"Tembalang, Semarang",66,66.0,2,2,1,0,1,50272,yes,no,no,"-7.0515437541153,110.4717372699",8.66942539443515,13.04241686629327,10.74306668821733
109,256000000,110.43616,-6.98345,"Semarang Timur, Semarang",60,36.0,2,1,1,0,1,50125,no,no,no,"-6.98345,110.43616",1.641033943663481,6.383578825933538,2.637830349374146
110,259000000,110.36603,-7.08624,"Gunung Pati, Semarang",138,36.0,2,1,1,1,0,50229,no,no,no,"-7.08624,110.36603",12.34435006254316,11.92314511247801,13.65371520192791
111,259000000,110.391618274,-7.0826839267461,"Gunung Pati, Semarang",121,36.0,2,1,1,1,1,50266,no,no,no,"-7.0826839267461,110.391618274",10.79970619897964,11.54004428242303,12.41915450507889
112,260000000,110.42865,-7.08514,"Banyumanik, Semarang",86,36.0,2,1,1,0,1,50266,no,no,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
113,260000000,110.47,-6.96369,"Genuk, Semarang",78,78.0,2,1,1,0,0,50115,no,no,no,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
114,260000000,110.47,-6.96369,"Genuk, Semarang",78,78.0,2,1,1,0,0,50115,no,no,no,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
115,260000000,110.30158,-7.00234,"Ngaliyan, Semarang",144,50.0,2,1,1,0,1,50185,no,no,no,"-7.00234,110.30158",13.47495794397374,8.883079355300815,12.93009738658957
116,260000000,110.47585,-7.0089,"Pedurungan, Semarang",60,36.0,2,1,1,0,1,50193,no,no,no,"-7.0089,110.47585",6.204417785257691,11.24330357807216,7.838708512685186
117,260000000,110.46427,-7.06513,"Tembalang, Semarang",66,66.0,2,2,1,0,0,50277,no,no,no,"-7.06513,110.46427",9.465292506239196,13.42038372451164,11.5818152532134
118,262500000,110.36603,-7.08624,"Gunung Pati, Semarang",60,36.0,2,1,1,0,0,50229,yes,no,no,"-7.08624,110.36603",12.34435006254316,11.92314511247801,13.65371520192791
119,265000000,110.47585,-7.0089,"Pedurungan, Semarang",66,66.0,2,1,1,1,1,50193,no,yes,no,"-7.0089,110.47585",6.204417785257691,11.24330357807216,7.838708512685186
120,265000000,110.47585,-7.0089,"Pedurungan, Semarang",60,32.0,1,1,2,0,1,50193,no,no,no,"-7.0089,110.47585",6.204417785257691,11.24330357807216,7.838708512685186
121,265000000,110.43616,-6.98345,"Semarang Timur, Semarang",84,80.0,0,1,1,1,0,50125,no,no,no,"-6.98345,110.43616",1.641033943663481,6.383578825933538,2.637830349374146
122,267100000,110.47,-6.96369,"Genuk, Semarang",60,30.0,2,1,1,0,0,50115,yes,no,yes,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
123,269000000,110.42865,-7.08514,"Banyumanik, Semarang",60,30.0,2,1,1,0,1,50266,no,yes,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
124,269000000,110.42865,-7.08514,"Banyumanik, Semarang",60,30.0,2,1,1,0,1,50266,no,yes,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
125,269000000,110.4293349,-7.0847575,"Banyumanik, Semarang",60,30.0,2,1,1,1,0,50266,no,no,no,"-7.0847575,110.4293349",10.48428405955959,12.95669767282153,12.48519577461506
126,269000000,110.4293349,-7.0847575,"Banyumanik, Semarang",60,30.0,2,1,1,0,0,50266,no,no,no,"-7.0847575,110.4293349",10.48428405955959,12.95669767282153,12.48519577461506
127,270000000,110.3662803,-7.086244788,"Gunung Pati, Semarang",120,45.0,2,1,1,0,0,50229,no,no,no,"-7.0862962,110.3662803",12.33564716027959,11.92614318175868,13.64853996969154
128,270000000,110.36603,-7.08624,"Gunung Pati, Semarang",61,61.0,2,1,1,1,1,50229,no,no,no,"-7.08624,110.36603",12.34435006254316,11.92314511247801,13.65371520192791
129,270000000,110.47585,-6.9750990162969,"Pedurungan, Semarang",72,30.0,2,1,1,0,1,50115,yes,no,yes,"-6.9750990162969,110.49059142075",7.661190165244983,12.38876679798118,8.378912048440357
130,270000000,110.41763,-6.95449,"Semarang Utara, Semarang",72,30.0,2,1,1,0,1,50178,yes,no,yes,"-6.95449,110.41763",3.989156647148446,5.107790040579067,2.048920073909824
131,270600000,110.38487,-6.97892,"Semarang Barat, Semarang",60,30.0,1,1,1,0,1,50144,no,no,yes,"-6.97892,110.38487",4.384759125376058,0.6988443482035506,3.375834275428753
132,275000000,110.42865,-7.08514,"Banyumanik, Semarang",70,36.0,2,1,1,1,1,50266,no,no,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
133,275000000,110.42865,-7.08514,"Banyumanik, Semarang",70,36.0,2,1,1,1,1,50266,no,no,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
