,harga,longitude,latitude,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,garasi,carport,kode_pos,taman,pagar,keamanan 24 jam,jarak_simpanglima,jarak_bandara
783,433000000,110.4232367,-7.086244788,Banyumanik,128,38.0,2,1,1,0,0,50266,no,no,no,10.99128167883023,13.170094710976326
784,435000000,110.42865,-7.08514,Banyumanik,63,60.0,3,1,2,1,1,50266,no,no,yes,10.521664593359683,12.962342732179462
785,435000000,110.3665046,-7.086186,Gunung Pati,134,40.0,2,1,1,1,0,50229,yes,no,yes,12.312582391063666,11.911240690432846
786,435000000,110.36603,-7.08624,Gunung Pati,125,88.0,3,2,1,0,1,50229,yes,no,no,12.344350062543162,11.923145112478005
787,435000000,110.30158,-7.00234,Ngaliyan,135,36.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
788,435000000,110.30158,-7.00234,Ngaliyan,120,50.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
789,435000000,110.47585,-7.0089,Pedurungan,192,74.0,3,2,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
790,435000000,110.38487,-6.97892,Semarang Barat,92,96.0,3,2,1,0,1,50144,no,no,no,4.384759125376058,0.6988443482035506
791,435000000,110.34772,-6.97254,Tugu,109,100.0,2,1,1,0,0,50277,no,no,no,8.535291681700354,3.484404025156575
792,438000000,110.42865,-7.08514,Banyumanik,70,60.0,3,2,1,0,1,50266,no,no,no,10.521664593359683,12.962342732179462
793,440000000,110.42865,-7.08514,Banyumanik,95,55.0,2,1,1,0,1,50266,yes,no,yes,10.521664593359683,12.962342732179462
794,440000000,110.47585,-7.0089,Pedurungan,66,45.0,0,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
795,440000000,110.47585,-7.0103056212261,Pedurungan,78,45.0,2,1,1,1,1,50193,no,no,no,6.564832255589829,11.60176963252142
796,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
797,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
798,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
799,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
800,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
801,440000000,110.47585,-7.0089,Pedurungan,66,45.0,0,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
802,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,1,0,50193,no,no,no,6.204417785257691,11.243303578072164
803,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
804,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
805,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
806,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
807,440000000,110.4679176,-6.9987208,Pedurungan,83,60.0,3,1,1,1,0,50196,no,no,no,5.061164107774868,10.109211846085357
808,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
809,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
810,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
811,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
812,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
813,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
814,440000000,110.47585,-7.0089,Pedurungan,95,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
815,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
816,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
817,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
818,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
819,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
820,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
821,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
822,440000000,110.4679176,-6.998720800000001,Pedurungan,125,50.0,2,1,1,1,0,50196,no,no,no,5.061164107774514,10.109211846085005
823,440000000,110.47585,-7.0089,Pedurungan,78,48.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
824,440000000,110.47585,-7.0089,Pedurungan,79,45.0,2,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
825,440000000,110.47585,-7.0089,Pedurungan,66,45.0,2,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
826,440000000,110.47585,-7.0089,Pedurungan,66,45.0,3,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
827,440000000,110.47585,-7.0089,Pedurungan,78,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
828,440000000,110.47585,-7.0089,Pedurungan,78,45.0,0,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
829,440000000,110.47585,-7.0089,Pedurungan,73,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
830,440000000,110.43616,-6.98345,Semarang Timur,78,45.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
831,440000000,110.43616,-6.98345,Semarang Timur,110,45.0,2,1,1,1,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
832,440000000,110.43616,-6.98345,Semarang Timur,78,45.0,0,1,1,0,2,50125,no,no,no,1.6410339436634809,6.3835788259335375
833,440000000,110.43616,-6.98345,Semarang Timur,78,45.0,2,1,1,1,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
834,440000000,110.43616,-6.98345,Semarang Timur,78,45.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
835,440000000,110.43616,-6.98345,Semarang Timur,78,45.0,1,0,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
836,441000000,110.4244906,-7.086244788,Banyumanik,120,46.0,2,1,1,0,0,50266,yes,no,no,11.57905784166518,13.420383724511643
837,445000000,110.4679176,-6.998720800000001,Pedurungan,60,125.0,2,1,1,1,0,50196,no,no,no,5.061164107774514,10.109211846085005
838,445000000,110.46427,-7.06513,Tembalang,72,45.0,2,1,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
839,447000000,110.47585,-7.0089,Pedurungan,81,45.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
840,447000000,110.47585,-7.0089,Pedurungan,60,81.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
841,447000000,110.43616,-6.98345,Semarang Timur,81,45.0,2,1,1,0,0,50125,no,no,no,1.6410339436634809,6.3835788259335375
842,447200000,110.4244279,-7.086244788,Banyumanik,120,46.0,2,1,1,0,0,50266,no,no,no,11.557370930512047,13.420383724511643
843,450000000,110.42865,-7.08514,Banyumanik,102,40.0,2,1,1,2,0,50266,yes,no,no,10.521664593359683,12.962342732179462
844,450000000,110.42865,-7.08514,Banyumanik,80,40.0,2,1,1,0,2,50266,no,no,no,10.521664593359683,12.962342732179462
845,450000000,110.42865,-7.08514,Banyumanik,100,100.0,3,1,1,0,1,50266,no,no,no,10.521664593359683,12.962342732179462
846,450000000,110.42865,-7.08514,Banyumanik,68,60.0,3,2,2,0,2,50266,yes,no,no,10.521664593359683,12.962342732179462
847,450000000,110.4293349,-7.0847575,Banyumanik,100,100.0,3,1,1,0,0,50266,no,no,no,10.484284059559586,12.95669767282153
848,450000000,110.408,-7.086244788,Banyumanik,93,90.0,3,2,1,0,0,50277,no,no,no,12.556573132715092,13.420383724511643
849,450000000,110.42865,-7.08514,Banyumanik,80,40.0,2,1,1,0,0,50266,no,no,no,10.521664593359683,12.962342732179462
850,450000000,110.42865,-7.08514,Banyumanik,80,40.0,2,1,1,0,0,50266,no,no,no,10.521664593359683,12.962342732179462
851,450000000,110.42865,-7.08514,Banyumanik,80,40.0,2,1,1,1,1,50266,no,yes,no,10.521664593359683,12.962342732179462
852,450000000,110.42865,-7.08514,Banyumanik,107,40.0,2,1,1,1,1,50266,yes,no,no,10.521664593359683,12.962342732179462
853,450000000,110.42865,-7.08514,Banyumanik,79,50.0,2,1,1,0,1,50266,no,no,no,10.521664593359683,12.962342732179462
854,450000000,110.45292,-6.99857,Gayamsari,96,168.0,3,2,2,0,0,50198,no,no,no,3.44254244962216,8.493592625986917
855,450000000,110.45292,-6.99857,Gayamsari,90,60.0,2,1,1,0,1,50198,no,no,no,3.44254244962216,8.493592625986917
856,450000000,110.45292,-6.99857,Gayamsari,96,168.0,4,2,2,0,0,50198,no,no,no,3.44254244962216,8.493592625986917
857,450000000,110.36603,-7.08624,Gunung Pati,120,50.0,2,1,2,1,0,50229,no,no,no,12.344350062543162,11.923145112478005
858,450000000,110.36603,-7.08624,Gunung Pati,120,36.0,2,1,1,0,1,50229,no,no,no,12.344350062543162,11.923145112478005
859,450000000,110.36603,-7.08624,Gunung Pati,125,96.0,3,2,1,0,2,50229,yes,no,no,12.344350062543162,11.923145112478005
860,450000000,110.36603,-7.08624,Gunung Pati,120,45.0,2,1,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
861,450000000,110.36684539154,-7.076061465753,Gunung Pati,120,50.0,2,1,1,2,1,50229,yes,no,no,11.340547026605444,10.794718592449316
862,450000000,110.36070849731,-7.0745495722652,Gunung Pati,120,50.0,2,1,1,1,1,50229,yes,no,no,11.589705025562305,10.732364437630583
863,450000000,110.36603,-7.08624,Gunung Pati,120,80.0,3,2,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
864,450000000,110.36603,-7.08624,Gunung Pati,120,36.0,2,1,1,0,1,50229,no,no,no,12.344350062543162,11.923145112478005
865,450000000,110.36603,-7.08624,Gunung Pati,119,119.0,2,1,1,0,0,50229,no,no,no,12.344350062543162,11.923145112478005
866,450000000,110.36603,-7.08624,Gunung Pati,81,45.0,2,1,1,0,0,50229,no,no,no,12.344350062543162,11.923145112478005
867,450000000,110.36603,-7.08624,Gunung Pati,119,119.0,2,1,1,0,0,50229,no,no,no,12.344350062543162,11.923145112478005
868,450000000,110.36603,-7.08624,Gunung Pati,120,60.0,3,1,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
869,450000000,110.30158,-7.00234,Ngaliyan,93,93.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
870,450000000,110.30158,-7.00234,Ngaliyan,73,73.0,4,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
871,450000000,110.30158,-7.00234,Ngaliyan,72,66.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
872,450000000,110.30158,-7.00234,Ngaliyan,96,50.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
873,450000000,110.3025123,-7.003455199999999,Ngaliyan,110,45.0,3,1,1,0,0,50185,no,no,no,13.385418847245484,8.82127512397856
874,450000000,110.3025123,-7.003455199999999,Ngaliyan,108,37.0,2,1,1,0,0,50185,no,no,no,13.385418847245484,8.82127512397856
875,450000000,110.30158,-7.00234,Ngaliyan,150,120.0,3,2,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
876,450000000,110.30158,-7.00234,Ngaliyan,72,66.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
877,450000000,110.30158,-7.00234,Ngaliyan,96,50.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
878,450000000,110.30158,-7.00234,Ngaliyan,96,50.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
879,450000000,110.30158,-7.00234,Ngaliyan,72,60.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
880,450000000,110.30158,-7.00234,Ngaliyan,72,60.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
881,450000000,110.30158,-7.00234,Ngaliyan,96,96.0,3,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
882,450000000,110.30158,-7.00234,Ngaliyan,72,66.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
883,450000000,110.30158,-7.00234,Ngaliyan,72,66.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
884,450000000,110.30158,-7.00234,Ngaliyan,72,45.0,2,1,1,0,0,50185,no,no,no,13.474957943973742,8.883079355300815
885,450000000,110.47585,-7.0089,Pedurungan,77,77.0,2,1,1,0,1,50193,no,yes,no,6.204417785257691,11.243303578072164
886,450000000,110.47585,-7.0089,Pedurungan,77,54.0,2,1,1,0,1,50193,no,yes,no,6.204417785257691,11.243303578072164
887,450000000,110.47585,-7.0089,Pedurungan,78,45.0,0,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
888,450000000,110.47585,-7.0089,Pedurungan,75,75.0,2,2,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
889,450000000,110.47585,-7.0089,Pedurungan,82,82.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
890,450000000,110.4758015,-7.0090681,Pedurungan,94,94.0,2,1,1,0,0,50193,no,no,no,6.20560100972872,11.243632878596564
891,450000000,110.47585,-7.0089,Pedurungan,96,96.0,2,2,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
892,450000000,110.47585,-7.0089,Pedurungan,84,50.0,0,1,1,0,1,50193,yes,no,no,6.204417785257691,11.243303578072164
893,450000000,110.47585,-7.0089,Pedurungan,76,76.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
894,450000000,110.47585,-7.0089,Pedurungan,76,76.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
895,450000000,110.47585,-7.0089,Pedurungan,84,84.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
896,450000000,110.47585,-7.0240634474095,Pedurungan,84,84.0,2,1,1,0,0,50193,no,no,no,7.309319547241062,12.231584277161701
897,450000000,110.47585,-7.0089,Pedurungan,83,60.0,3,1,1,2,1,50193,no,no,no,6.204417785257691,11.243303578072164
898,450000000,110.47585,-7.0089,Pedurungan,84,60.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
899,450000000,110.47585,-7.0089,Pedurungan,75,36.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
900,450000000,110.47585,-7.0089,Pedurungan,120,90.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
901,450000000,110.47585,-7.0089,Pedurungan,84,84.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
902,450000000,110.47585,-7.0089,Pedurungan,83,60.0,3,1,1,2,0,50193,no,no,no,6.204417785257691,11.243303578072164
903,450000000,110.4758015,-7.009068099999999,Pedurungan,72,54.0,0,0,1,0,0,50193,no,no,no,6.205601009729426,11.24363287859621
904,450000000,110.47585,-7.0089,Pedurungan,84,84.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
905,450000000,110.47585,-7.0089,Pedurungan,75,75.0,2,2,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
906,450000000,110.47585,-7.0089,Pedurungan,75,36.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
907,450000000,110.47585,-7.0089,Pedurungan,83,60.0,3,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
908,450000000,110.47585,-7.0089,Pedurungan,84,50.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
909,450000000,110.47585,-7.0089,Pedurungan,75,75.0,2,2,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
910,450000000,110.47585,-7.0089,Pedurungan,75,36.0,2,1,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
911,450000000,110.47585,-7.0089,Pedurungan,100,70.0,2,1,1,1,1,50193,no,no,no,6.204417785257691,11.243303578072164
912,450000000,110.47585,-7.0089,Pedurungan,84,50.0,2,1,1,0,0,50193,no,no,no,6.204417785257691,11.243303578072164
913,450000000,110.4594891,-6.9948975,Pedurungan,85,60.0,2,1,1,0,0,50196,no,yes,no,4.074428884942135,9.11150502356076
914,450000000,110.38487,-6.97892,Semarang Barat,72,70.0,2,1,1,0,1,50144,no,yes,no,4.384759125376058,0.6988443482035506
915,450000000,110.38487,-6.97892,Semarang Barat,120,38.0,1,1,1,0,1,50144,no,no,no,4.384759125376058,0.6988443482035506
916,450000000,110.3858507,-6.9794374,Semarang Barat,86,86.0,3,2,1,0,0,50144,no,no,no,4.264675782838766,0.807332286565005
917,450000000,110.42781,-6.9958,Semarang Selatan,100,100.0,3,1,1,0,1,50241,no,no,no,0.8242231279549267,5.745976862427982
918,450000000,110.42781,-6.9958,Semarang Selatan,60,38.0,2,1,1,0,1,50241,yes,no,no,0.8242231279549267,5.745976862427982
919,450000000,110.42781,-6.9958,Semarang Selatan,106,40.0,2,1,1,1,1,50241,no,no,no,0.8242231279549267,5.745976862427982
920,450000000,110.42781,-6.9958,Semarang Selatan,80,45.0,2,1,1,0,1,50241,no,no,no,0.8242231279549267,5.745976862427982
921,450000000,110.42781,-6.9958,Semarang Selatan,105,40.0,2,1,1,1,1,50241,yes,no,no,0.8242231279549267,5.745976862427982
922,450000000,110.42781,-6.9958,Semarang Selatan,80,40.0,2,1,1,0,2,50241,no,no,no,0.8242231279549267,5.745976862427982
923,450000000,110.42781,-6.9958,Semarang Selatan,106,40.0,2,1,1,1,1,50241,no,no,no,0.8242231279549267,5.745976862427982
924,450000000,110.42781,-6.9958,Semarang Selatan,82,60.0,2,1,1,0,1,50241,no,no,no,0.8242231279549267,5.745976862427982
925,450000000,110.43616,-6.98345,Semarang Timur,80,40.0,2,1,1,0,0,50125,no,no,no,1.6410339436634809,6.3835788259335375
926,450000000,110.43616,-6.98345,Semarang Timur,78,78.0,2,1,1,1,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
927,450000000,110.43616,-6.98345,Semarang Timur,84,60.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
928,450000000,110.43616,-6.98345,Semarang Timur,84,60.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
929,450000000,110.43616,-6.98345,Semarang Timur,84,84.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
930,450000000,110.43616,-6.98345,Semarang Timur,72,72.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
931,450000000,110.43616,-6.98345,Semarang Timur,174,60.0,3,1,1,1,0,50125,no,no,no,1.6410339436634809,6.3835788259335375
932,450000000,110.47585,-6.976881051871189,Semarang Timur,100,90.0,3,2,2,0,0,50115,no,no,no,7.598933592124531,12.360969778550118
933,450000000,110.41763,-6.95449,Semarang Utara,120,120.0,3,2,1,0,0,50178,no,no,no,3.989156647148446,5.107790040579067
934,450000000,110.4168932,-6.9546246,Semarang Utara,96,96.0,2,1,1,0,0,50178,no,no,no,3.9872205848165287,5.031098491215637
935,450000000,110.46427,-7.06513,Tembalang,84,84.0,2,1,1,0,0,50277,no,no,no,9.465292506239196,13.420383724511643
936,450000000,110.46427,-7.06513,Tembalang,60,36.0,2,1,1,0,1,50277,yes,no,yes,9.465292506239196,13.420383724511643
937,450000000,110.46427,-7.06513,Tembalang,86,86.0,2,1,1,0,1,50277,yes,yes,no,9.465292506239196,13.420383724511643
938,450000000,110.46427,-7.06513,Tembalang,80,45.0,2,1,1,0,0,50277,no,no,no,9.465292506239196,13.420383724511643
939,450000000,110.46427,-7.06513,Tembalang,78,78.0,2,1,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
940,450000000,110.46427,-7.06513,Tembalang,60,40.0,2,1,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
941,450000000,110.46427,-7.06513,Tembalang,70,50.0,2,1,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
942,450000000,110.46427,-7.06513,Tembalang,84,84.0,2,1,1,1,0,50277,no,no,no,9.465292506239196,13.420383724511643
943,450000000,110.46427,-7.06513,Tembalang,78,100.0,3,2,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
944,450000000,110.46427,-7.06513,Tembalang,60,38.0,2,1,1,1,1,50277,no,no,no,9.465292506239196,13.420383724511643
945,450000000,110.46427,-7.06513,Tembalang,78,78.0,2,1,1,0,0,50277,no,no,no,9.465292506239196,13.420383724511643
946,450000000,110.46427,-7.06513,Tembalang,90,70.0,2,2,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
947,450000000,110.46427,-7.06513,Tembalang,90,73.0,3,1,1,0,0,50277,yes,yes,no,9.465292506239196,13.420383724511643
948,450000000,110.46427,-7.06513,Tembalang,86,86.0,2,1,1,0,1,50277,yes,yes,no,9.465292506239196,13.420383724511643
949,450000000,110.46427,-7.06513,Tembalang,60,90.0,3,2,2,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
950,450000000,110.46427,-7.06513,Tembalang,90,45.0,2,1,1,0,0,50277,no,no,no,9.465292506239196,13.420383724511643
951,452000000,110.4706493765116,-6.999602308218599,Pedurungan,70,50.0,2,1,1,1,0,50196,no,no,no,5.376052599807257,10.42497343667474
952,452000000,110.4679176,-6.998720800000001,Pedurungan,75,50.0,2,1,1,0,0,50196,no,no,no,5.061164107774514,10.109211846085005
953,452000000,110.4679176,-6.998720800000001,Pedurungan,72,45.0,2,1,1,1,0,50196,no,no,no,5.061164107774514,10.109211846085005
954,452000000,110.46427,-7.06513,Tembalang,60,60.0,2,1,1,0,1,50277,yes,no,yes,9.465292506239196,13.420383724511643
955,455000000,110.36603,-7.08624,Gunung Pati,120,60.0,3,1,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
956,455000000,110.36603,-7.08624,Gunung Pati,120,60.0,3,2,2,2,2,50229,no,no,no,12.344350062543162,11.923145112478005
957,455000000,110.4758025,-7.0090566,Pedurungan,93,45.0,2,1,1,1,0,50193,no,no,no,6.205276965358859,11.24336449083188
958,455600000,110.425945,-7.086244788,Banyumanik,112,46.0,2,1,1,0,0,50266,no,no,no,11.553805579841242,13.420383724511643
959,458000000,110.46427,-7.06513,Tembalang,72,36.0,2,1,1,2,0,50277,no,no,no,9.465292506239196,13.420383724511643
960,458000000,110.46427,-7.06513,Tembalang,72,36.0,2,1,1,2,1,50277,no,no,no,9.465292506239196,13.420383724511643
961,458000000,110.46427,-7.06513,Tembalang,72,36.0,2,1,1,2,1,50277,no,no,no,9.465292506239196,13.420383724511643
962,458000000,110.46427,-7.06513,Tembalang,72,36.0,2,1,1,2,1,50277,no,no,no,9.465292506239196,13.420383724511643
963,459000000,110.4758025,-7.0090566,Pedurungan,67,63.0,3,2,2,1,0,50193,no,no,no,6.205276965358859,11.24336449083188
964,459000000,110.43616,-6.98345,Semarang Timur,60,70.0,2,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
965,459000000,110.46427,-7.06513,Tembalang,60,72.0,2,1,1,0,1,50277,no,no,no,9.465292506239196,13.420383724511643
966,460000000,110.4297749,-7.0845975,Banyumanik,108,45.0,2,1,1,0,0,50266,yes,no,no,10.470034322859364,12.961904425746901
967,460000000,110.3665046,-7.086186,Gunung Pati,120,45.0,0,0,1,0,0,50229,no,no,no,12.312582391063666,11.911240690432846
968,460000000,110.36603,-7.08624,Gunung Pati,70,120.0,3,2,1,0,1,50229,yes,no,no,12.344350062543162,11.923145112478005
969,460000000,110.30158,-7.00234,Ngaliyan,126,45.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
970,460000000,110.30158,-7.00234,Ngaliyan,120,60.0,2,1,1,0,1,50185,no,no,no,13.474957943973742,8.883079355300815
971,460000000,110.4679176,-6.998720800000001,Pedurungan,130,45.0,2,1,1,1,0,50196,no,no,no,5.061164107774514,10.109211846085005
972,460000000,110.47585,-7.0089,Pedurungan,96,96.0,1,2,1,0,1,50193,no,no,no,6.204417785257691,11.243303578072164
973,460000000,110.42781,-6.9958,Semarang Selatan,105,40.0,2,1,1,1,1,50241,yes,no,no,0.8242231279549267,5.745976862427982
974,460000000,110.43616,-6.98345,Semarang Timur,96,96.0,3,1,1,0,1,50125,no,no,no,1.6410339436634809,6.3835788259335375
975,460000000,110.4642302,-7.0650217,Tembalang,84,41.0,2,1,1,0,0,50277,no,no,no,9.452680967623259,13.408796646856267
976,460000000,110.4642302,-7.0650217,Tembalang,84,41.0,2,1,1,0,0,50277,no,no,no,9.452680967623259,13.408796646856267
977,460000000,110.46427,-7.06513,Tembalang,67,38.0,2,1,1,0,1,50277,yes,no,no,9.465292506239196,13.420383724511643
978,462000000,110.425945,-7.086244788,Banyumanik,120,45.0,2,1,1,0,0,50266,yes,no,no,11.553805579841242,13.420383724511643
979,462000000,110.427341082,-7.086244788,Banyumanik,81,50.0,2,1,1,1,1,50266,no,no,yes,10.796245058481365,13.158506869725123
980,462900000,110.4248296,-7.086244788,Banyumanik,120,46.0,2,1,1,0,0,50266,yes,no,no,11.336663565236325,13.420383724511643
981,463000000,110.42781,-6.9958,Semarang Selatan,81,45.0,2,1,1,0,0,50241,no,no,no,0.8242231279549267,5.745976862427982
982,465000000,110.42865,-7.08514,Banyumanik,72,60.0,2,2,2,0,1,50266,no,no,no,10.521664593359683,12.962342732179462
983,465000000,110.42865,-7.08514,Banyumanik,72,60.0,2,2,2,0,1,50266,yes,no,yes,10.521664593359683,12.962342732179462
984,465000000,110.42865,-7.08514,Banyumanik,107,40.0,2,1,1,1,1,50266,no,no,no,10.521664593359683,12.962342732179462
985,465000000,110.36603,-7.08624,Gunung Pati,120,77.0,3,2,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
986,465000000,110.36603,-7.08624,Gunung Pati,120,77.0,3,2,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
987,465000000,110.36603,-7.08624,Gunung Pati,120,70.0,3,2,1,0,1,50229,no,no,no,12.344350062543162,11.923145112478005
988,465000000,110.36603,-7.08624,Gunung Pati,120,45.0,0,1,1,0,0,50229,no,no,no,12.344350062543162,11.923145112478005
989,465000000,110.36603,-7.08624,Gunung Pati,127,80.0,3,2,1,1,1,50229,no,no,no,12.344350062543162,11.923145112478005
990,465000000,110.36603,-7.08624,Gunung Pati,120,45.0,2,1,1,1,1,50229,yes,no,no,12.344350062543162,11.923145112478005
991,465000000,110.47585,-7.0089,Pedurungan,100,55.0,2,1,1,0,1,50193,yes,yes,no,6.204417785257691,11.243303578072164
992,465000000,110.47585,-7.0089,Pedurungan,85,45.0,2,1,1,0,2,50193,no,no,no,6.204417785257691,11.243303578072164
